,tracklet_duration,set_id,video_1,video_2
3,371.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
4,1727.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
5,1783.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
6,107.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
7,424.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
8,2837.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
9,2735.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
10,1381.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
11,948.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
12,469.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
13,696.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
14,115.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
15,36.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
16,210.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
17,3572.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
18,47.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
19,288.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
20,20.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
21,157.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
22,5300.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
23,334.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
24,1873.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
25,119.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
26,835.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
27,240.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
28,136.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
29,1244.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
30,1520.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
31,2861.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
32,4205.0,Set 6,20230315_SM_Lek1_P2D4_DJI_0003,20230315_SM_Lek1_P3D6_DJI_0989
